currencyCode,tierMinimumUnits,retailPrice,unitPrice,armRegionName,location,effectiveStartDate,meterId,meterName,productId,skuId,productName,skuName,serviceName,serviceId,serviceFamily,unitOfMeasure,type,isPrimaryMeterRegion,armSkuName,reservationTerm,term
USD,0,16.07408,16.07408,westeurope,EU West,2019-07-01T00:00:00Z,0443a95d-d288-4277-9edb-97dcae9a9491,vCore,DZH318Z0BXXX,DZH318Z0BXXX/003D,SQL Database SingleDB/Elastic Pool Hyperscale - Compute Gen5,80 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_HS_Compute_Gen5_80,,
USD,0,1.607408,1.607408,westeurope,EU West,2019-07-01T00:00:00Z,0443a95d-d288-4277-9edb-97dcae9a9491,vCore,DZH318Z0BXXX,DZH318Z0BXXX/00BX,SQL Database SingleDB/Elastic Pool Hyperscale - Compute Gen5,8 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_HS_Compute_Gen5_8,,
USD,0,0.200926,0.200926,westeurope,EU West,2019-07-01T00:00:00Z,0443a95d-d288-4277-9edb-97dcae9a9491,vCore,DZH318Z0BXXX,DZH318Z0BXXX/0031,SQL Database SingleDB/Elastic Pool Hyperscale - Compute Gen5,vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_HyperScale_Compute_Gen5,,
USD,0,1144.0,1144.0,westeurope,EU West,2019-05-14T00:00:00Z,0443a95d-d288-4277-9edb-97dcae9a9491,vCore,DZH318Z0BXXX,DZH318Z0BXXX/010R,SQL Database SingleDB/Elastic Pool Hyperscale - Compute Gen5,vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Reservation,False,SQLDB_HyperScale_Compute_Gen5,1 Year,
USD,0,2.812964,2.812964,westeurope,EU West,2019-07-01T00:00:00Z,0443a95d-d288-4277-9edb-97dcae9a9491,vCore,DZH318Z0BXXX,DZH318Z0BXXX/01BF,SQL Database SingleDB/Elastic Pool Hyperscale - Compute Gen5,14 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_HS_Compute_Gen5_14,,
USD,0,7.5,7.5,westeurope,EU West,2017-03-01T00:00:00Z,295278f9-a44f-489c-a20c-171c28a7683d,PRS2 DTU,DZH318Z0BQH0,DZH318Z0BQH0/00LV,SQL Database Single Premium RS,PRS2,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,0.238,0.238,westeurope,EU West,2018-08-01T00:00:00Z,2929d6d1-c8df-4375-ba27-fb6960b77a3f,Business Critical IO Rate Operations,DZH318Z0BQDS,DZH318Z0BQDS/000R,SQL Database Single/Elastic Pool Business Critical - Storage,Business Critical,SQL Database,DZH3180HX10K,Databases,1M,Consumption,True,,,
USD,0,30.0,30.0,westeurope,EU West,2017-03-01T00:00:00Z,2694c060-6920-4883-89c6-0e51d6f6f7a6,PRS6 Secondary Active DTU,DZH318Z0BQH0,DZH318Z0BQH0/00MG,SQL Database Single Premium RS,PRS6 Secondary Active,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,0.792,0.792,westeurope,EU West,2021-07-07T00:00:00Z,21ba2559-e85e-5aff-9a50-86b5791b25eb,vCore,DZH318Z08M0H,DZH318Z08M0H/007L,SQL Database Single/Elastic Pool General Purpose - Compute DC-Series,2 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,True,,,
USD,0,8.037072,8.037072,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00HL,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,48 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_48,,
USD,0,1.67439,1.67439,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L2,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,10 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_10,,
USD,0,0.167439,0.167439,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00ZL,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,1 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_1,,
USD,0,3.34878,3.34878,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L6,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,20 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_20,,
USD,0,1.339512,1.339512,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/005H,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,8 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_8,,
USD,0,13.39512,13.39512,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00ZK,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,80 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_80,,
USD,0,5.358048,5.358048,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/009B,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,32 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_32,,
USD,0,2.009268,2.009268,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L0,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,12 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_12,,
USD,0,1.004634,1.004634,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L4,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,6 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_6,,
USD,0,8.037072,8.037072,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/006R,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,48 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_48,,
USD,0,0.334878,0.334878,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00FP,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,2 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_2,,
USD,0,13.39512,13.39512,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00Z9,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,80 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_80,,
USD,0,0.167439,0.167439,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00Z8,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,1 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,True,SQLDB_GP_Compute_Gen5_1,,
USD,0,3.013902,3.013902,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L9,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,18 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_18,,
USD,0,1.67439,1.67439,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L8,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,10 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_10,,
USD,0,5.358048,5.358048,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00M3,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,32 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_32,,
USD,0,0.334878,0.334878,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00P4,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,2 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_2,,
USD,0,6.69756,6.69756,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02KX,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,40 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_40,,
USD,0,2.344146,2.344146,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02LB,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,14 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_14,,
USD,0,3.013902,3.013902,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02KV,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,18 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_18,,
USD,0,2.009268,2.009268,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L7,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,12 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_12,,
USD,0,6.69756,6.69756,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02L5,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,40 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_40,,
USD,0,4.018536,4.018536,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00SS,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,24 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_24,,
USD,0,1.339512,1.339512,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/003M,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,8 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_8,,
USD,0,1.004634,1.004634,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02KQ,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,6 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_6,,
USD,0,2.344146,2.344146,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02KT,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,14 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_14,,
USD,0,0.167439,0.167439,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/003F,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5,,
USD,0,0.669756,0.669756,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00LX,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,4 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_4,,
USD,0,2.679024,2.679024,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00FG,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,16 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_16,,
USD,0,4.018536,4.018536,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00V0,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,24 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_24,,
USD,0,3.34878,3.34878,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/02KW,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,20 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_20,,
USD,0,2.679024,2.679024,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/00QR,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,16 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_16,,
USD,0,0.669756,0.669756,westeurope,EU West,2018-08-01T00:00:00Z,1cd4ee5b-2b55-4dd9-b3d9-ae1b22af74b0,vCore,DZH318Z0BPXL,DZH318Z0BPXL/007V,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,4 vCore,SQL Database,DZH3180HX10K,Databases,1 Hour,Consumption,False,SQLDB_GP_Compute_Gen5_4,,
USD,0,3.75,3.75,westeurope,EU West,2017-03-01T00:00:00Z,ff4915fd-280d-4668-9265-d5ddb30b69cf,PRS1 Secondary Active DTU,DZH318Z0BQH0,DZH318Z0BQH0/00M6,SQL Database Single Premium RS,PRS1 Secondary Active,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,0.4839,0.4839,westeurope,EU West,2016-04-13T00:00:00Z,fed0286c-5505-4f37-b1ef-89edf04239ee,S0 Secondary Active DTUs,DZH318Z0BQHF,DZH318Z0BQHF/00LG,SQL Database Single Standard,S0 Secondary Active,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,0.119,0.119,westeurope,EU West,2021-04-01T00:00:00Z,f6bafd14-777e-540c-9816-1ae028bf7361,Backup - ZRS Data Stored,DZH318Z0BXWT,DZH318Z0BXWT/01K0,SQL Database SingleDB Hyperscale - Storage,Backup - ZRS,SQL Database,DZH3180HX10K,Databases,1 GB/Month,Consumption,True,,,
USD,0,0.0595,0.0595,westeurope,EU West,2018-12-01T00:00:00Z,f459240c-8fe3-4c30-976a-d97c6e58f917,Backup RA-GRS Data Stored,DZH318Z0BQFJ,DZH318Z0BQFJ/003T,SQL Database - LTR Backup Storage,Backup RA-GRS,SQL Database,DZH3180HX10K,Databases,1 GB/Month,Consumption,True,,,
USD,0,2.42,2.42,westeurope,EU West,2014-11-01T00:00:00Z,f303a21a-05f1-4563-b2ad-7523eebc4058,S2 DTUs,DZH318Z0BQHF,DZH318Z0BQHF/017X,SQL Database Single Standard,S2,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,22.5,22.5,westeurope,EU West,2014-11-01T00:00:00Z,f0076a96-54c4-4254-9a42-a56fa2c086f5,P2 Secondary DTU,DZH318Z0BQHC,DZH318Z0BQHC/0130,SQL Database Single Premium,P2 Secondary,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,19.36,19.36,westeurope,EU West,2016-05-01T00:00:00Z,ed5ea410-f2d6-45fa-9fcc-5ff1621c874d,eDTUs,DZH318Z0BQHM,DZH318Z0BQHM/00BW,SQL Database Elastic Pool - Basic,400 DTU Pack,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,38.72,38.72,westeurope,EU West,2016-05-01T00:00:00Z,ed5ea410-f2d6-45fa-9fcc-5ff1621c874d,eDTUs,DZH318Z0BQHM,DZH318Z0BQHM/008V,SQL Database Elastic Pool - Basic,800 DTU Pack,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,14.52,14.52,westeurope,EU West,2016-05-01T00:00:00Z,ed5ea410-f2d6-45fa-9fcc-5ff1621c874d,eDTUs,DZH318Z0BQHM,DZH318Z0BQHM/00CS,SQL Database Elastic Pool - Basic,300 DTU Pack,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
USD,0,9.68,9.68,westeurope,EU West,2016-05-01T00:00:00Z,ed5ea410-f2d6-45fa-9fcc-5ff1621c874d,eDTUs,DZH318Z0BQHM,DZH318Z0BQHM/008X,SQL Database Elastic Pool - Basic,200 DTU Pack,SQL Database,DZH3180HX10K,Databases,1/Day,Consumption,False,,,
